date,product,region,opening_cash,collections,payments,operating_cash_flow,capex,investments,investing_cash_flow,loans,dividends,financing_cash_flow,net_cash_flow,closing_cash
2024-12-17,Product_4,East,11221696,128924,69726,59198,-45542,245,-45297,14753,-4932,9821,23722,11245418
2024-12-17,Product_9,West,11245418,105216,124427,-19211,-12754,-5754,-18508,-15922,-1367,-17289,-55008,11190410
2024-12-18,Product_6,South,11190410,148111,165058,-16947,-33179,-2035,-35214,14754,-2240,12514,-39647,11150763
2024-12-18,Product_10,North,11150763,161006,84704,76302,-43736,9377,-34359,-12507,-4103,-16610,25333,11176096
2024-12-18,Product_3,North,11176096,127234,188674,-61440,-32332,-14406,-46738,-12629,-1644,-14273,-122451,11053645
2024-12-19,Product_9,East,11053645,227698,146005,81693,-45722,-12731,-58453,-12870,-6828,-19698,3542,11057187
2024-12-19,Product_9,South,11057187,228955,135986,92969,-25423,-17965,-43388,20745,-857,19888,69469,11126656
2024-12-19,Product_3,South,11126656,136396,178920,-42524,-18331,690,-17641,43014,-6578,36436,-23729,11102927
2024-12-19,Product_7,South,11102927,156441,106121,50320,-20882,7429,-13453,22431,-2949,19482,56349,11159276
2024-12-20,Product_4,South,11159276,223687,61466,162221,-35771,341,-35430,45911,-262,45649,172440,11331716
2024-12-20,Product_7,North,11331716,153369,61893,91476,-35573,-11894,-47467,13367,-4815,8552,52561,11384277
2024-12-21,Product_9,North,11384277,166133,75989,90144,-33931,-10710,-44641,18367,-6448,11919,57422,11441699
2024-12-22,Product_10,East,11441699,206299,165686,40613,-32052,-11018,-43070,20475,-746,19729,17272,11458971
2024-12-22,Product_9,South,11458971,228376,167573,60803,-37284,-6222,-43506,-12992,-2381,-15373,1924,11460895
2024-12-22,Product_3,South,11460895,231899,93040,138859,-18007,-1843,-19850,15315,-3164,12151,131160,11592055
2024-12-23,Product_8,North,11592055,212018,74693,137325,-32241,-3110,-35351,-4460,-6719,-11179,90795,11682850
2024-12-24,Product_4,South,11682850,91350,116809,-25459,-41358,-9936,-51294,8369,-1192,7177,-69576,11613274
2024-12-24,Product_10,South,11613274,163384,60390,102994,-26999,-7332,-34331,-8431,-6106,-14537,54126,11667400
2024-12-25,Product_1,North,11667400,85867,140820,-54953,-38979,-10879,-49858,-18461,-9104,-27565,-132376,11535024
2024-12-25,Product_4,East,11535024,154229,199993,-45764,-15310,3729,-11581,49922,-919,49003,-8342,11526682
2024-12-25,Product_3,West,11526682,88947,108785,-19838,-5507,-18564,-24071,7151,-8750,-1599,-45508,11481174
2024-12-25,Product_4,North,11481174,216109,88633,127476,-29495,-4152,-33647,16483,-7837,8646,102475,11583649
2024-12-26,Product_2,West,11583649,151947,155761,-3814,-5692,8926,3234,23390,-441,22949,22369,11606018
2024-12-26,Product_10,East,11606018,85209,186700,-101491,-11533,1061,-10472,-12789,-9927,-22716,-134679,11471339
2024-12-27,Product_6,East,11471339,156382,199005,-42623,-43244,-6147,-49391,20696,-2080,18616,-73398,11397941
2024-12-27,Product_10,North,11397941,237195,198869,38326,-13346,-122,-13468,13672,-1269,12403,37261,11435202
2024-12-27,Product_5,West,11435202,106140,61184,44956,-39493,-8620,-48113,4846,-5811,-965,-4122,11431080
2024-12-27,Product_7,North,11431080,96555,150385,-53830,-23690,5734,-17956,28849,-9963,18886,-52900,11378180
2024-12-28,Product_5,South,11378180,129056,158234,-29178,-20966,-4118,-25084,21850,-6748,15102,-39160,11339020
2024-12-28,Product_8,South,11339020,228929,79627,149302,-23565,6025,-17540,32248,-6646,25602,157364,11496384
2024-12-29,Product_5,East,11496384,184186,147902,36284,-33557,-14202,-47759,22614,-8456,14158,2683,11499067
2024-12-30,Product_6,West,11499067,185924,156452,29472,-27057,-16876,-43933,-19076,-2170,-21246,-35707,11463360
2024-12-30,Product_3,East,11463360,180699,150140,30559,-20310,-11774,-32084,-8219,-5515,-13734,-15259,11448101
2024-12-31,Product_6,North,11448101,177628,136946,40682,-24522,-10905,-35427,470,-8531,-8061,-2806,11445295
2024-12-31,Product_4,East,11445295,207572,89831,117741,-16279,-14548,-30827,40610,-3567,37043,123957,11569252
2024-12-31,Product_9,West,11569252,136652,125524,11128,-22400,-13530,-35930,47598,-9030,38568,13766,11583018
2025-01-01,Product_2,North,11583018,124439,74308,50131,-31027,-17687,-48714,30383,-9837,20546,21963,11604981
2025-01-01,Product_8,West,11604981,198128,172651,25477,-37088,8112,-28976,6299,-1689,4610,1111,11606092
2025-01-02,Product_9,West,11606092,182166,74506,107660,-33805,-5682,-39487,6026,-5649,377,68550,11674642
2025-01-02,Product_2,East,11674642,239163,110494,128669,-43328,-4549,-47877,-1390,-1079,-2469,78323,11752965
2025-01-03,Product_9,West,11752965,160863,138291,22572,-12235,-2803,-15038,42712,-5089,37623,45157,11798122
2025-01-03,Product_3,South,11798122,159823,164215,-4392,-49463,-963,-50426,48876,-7876,41000,-13818,11784304
2025-01-03,Product_9,West,11784304,146677,183246,-36569,-24281,-10719,-35000,49806,-4683,45123,-26446,11757858
2025-01-04,Product_2,East,11757858,180088,129322,50766,-26650,8706,-17944,-10810,-5428,-16238,16584,11774442
2025-01-04,Product_10,South,11774442,109709,140428,-30719,-14643,-10057,-24700,23240,-4658,18582,-36837,11737605
2025-01-04,Product_7,South,11737605,136759,165973,-29214,-49306,-9935,-59241,35371,-4534,30837,-57618,11679987
2025-01-05,Product_1,East,11679987,224923,177626,47297,-10296,3588,-6708,-5255,-5730,-10985,29604,11709591
2025-01-05,Product_2,East,11709591,99023,186796,-87773,-20997,-2250,-23247,21979,-6453,15526,-95494,11614097
2025-01-05,Product_6,West,11614097,100923,68876,32047,-7887,-10346,-18233,31413,-4180,27233,41047,11655144
2025-01-05,Product_10,West,11655144,108756,131576,-22820,-15304,-15242,-30546,-2990,-5014,-8004,-61370,11593774
2025-01-06,Product_2,East,11593774,198222,145216,53006,-23324,8984,-14340,1398,-1882,-484,38182,11631956
2025-01-06,Product_2,West,11631956,178162,162834,15328,-22065,1638,-20427,-18927,-2387,-21314,-26413,11605543
2025-01-06,Product_6,East,11605543,109320,94924,14396,-21184,-12034,-33218,48116,-7257,40859,22037,11627580
2025-01-06,Product_8,West,11627580,128940,139436,-10496,-16440,-5322,-21762,41075,-6772,34303,2045,11629625
2025-01-07,Product_1,West,11629625,234536,111137,123399,-35232,8729,-26503,31448,-7164,24284,121180,11750805
2025-01-07,Product_6,South,11750805,167980,167594,386,-23061,-17119,-40180,9863,-5622,4241,-35553,11715252
2025-01-07,Product_5,East,11715252,125201,119251,5950,-12036,-13513,-25549,43212,-1058,42154,22555,11737807
2025-01-07,Product_1,West,11737807,182552,121360,61192,-9603,7773,-1830,-7368,-9953,-17321,42041,11779848
2025-01-08,Product_3,East,11779848,136344,198421,-62077,-10618,7464,-3154,22624,-7209,15415,-49816,11730032
2025-01-09,Product_1,South,11730032,163791,192534,-28743,-20905,4920,-15985,20581,-2068,18513,-26215,11703817
2025-01-09,Product_10,South,11703817,94175,197263,-103088,-22898,-1018,-23916,46537,-1033,45504,-81500,11622317
2025-01-09,Product_9,West,11622317,166971,152759,14212,-42244,-3138,-45382,10734,-515,10219,-20951,11601366
2025-01-10,Product_8,North,11601366,189164,106216,82948,-11297,5987,-5310,7856,-271,7585,85223,11686589
2025-01-10,Product_3,North,11686589,87987,156502,-68515,-8332,-19213,-27545,18990,-9873,9117,-86943,11599646
2025-01-10,Product_2,North,11599646,246412,165219,81193,-10033,-12212,-22245,-4311,-5214,-9525,49423,11649069
2025-01-11,Product_8,East,11649069,194159,67533,126626,-20103,-15384,-35487,39658,-5730,33928,125067,11774136
2025-01-12,Product_10,North,11774136,92940,178027,-85087,-21932,9769,-12163,36827,-8264,28563,-68687,11705449
2025-01-13,Product_7,South,11705449,243639,102598,141041,-18798,-2442,-21240,41084,-178,40906,160707,11866156
2025-01-13,Product_5,East,11866156,97118,82616,14502,-5798,-12399,-18197,5363,-2795,2568,-1127,11865029
2025-01-13,Product_7,North,11865029,182892,132833,50059,-8084,-8890,-16974,-19269,-1129,-20398,12687,11877716
2025-01-13,Product_7,South,11877716,157506,104130,53376,-34265,-17067,-51332,-4813,-9407,-14220,-12176,11865540
2025-01-14,Product_3,South,11865540,211965,159694,52271,-24773,-15761,-40534,863,-2263,-1400,10337,11875877
2025-01-15,Product_4,East,11875877,81515,157206,-75691,-44094,-5395,-49489,36240,-5586,30654,-94526,11781351
2025-01-16,Product_4,East,11781351,111186,86928,24258,-37728,-2449,-40177,711,-5810,-5099,-21018,11760333
2025-01-16,Product_8,South,11760333,81577,167792,-86215,-33350,-1396,-34746,13798,-6691,7107,-113854,11646479
2025-01-17,Product_6,West,11646479,228369,131894,96475,-24581,2424,-22157,-18538,-7037,-25575,48743,11695222
2025-01-18,Product_3,East,11695222,204069,114460,89609,-11221,3474,-7747,1045,-9399,-8354,73508,11768730
2025-01-18,Product_7,South,11768730,215994,102771,113223,-37479,181,-37298,-4760,-9836,-14596,61329,11830059
2025-01-19,Product_8,West,11830059,231285,131916,99369,-5615,-1286,-6901,30906,-463,30443,122911,11952970
2025-01-20,Product_7,West,11952970,148694,80008,68686,-9938,-14583,-24521,14980,-6120,8860,53025,12005995
2025-01-20,Product_1,East,12005995,222767,180494,42273,-43333,-11198,-54531,20205,-446,19759,7501,12013496
2025-01-21,Product_1,West,12013496,208023,170195,37828,-43737,-10735,-54472,-4614,-6414,-11028,-27672,11985824
2025-01-21,Product_2,West,11985824,133634,146988,-13354,-43248,-11967,-55215,-9857,-9471,-19328,-87897,11897927
2025-01-21,Product_4,North,11897927,168844,101984,66860,-46505,-6243,-52748,42699,-9080,33619,47731,11945658
2025-01-21,Product_2,South,11945658,114758,196668,-81910,-21374,382,-20992,-16225,-9112,-25337,-128239,11817419
2025-01-22,Product_8,East,11817419,225717,91105,134612,-18668,9645,-9023,-4040,-4435,-8475,117114,11934533
2025-01-22,Product_5,North,11934533,207732,67951,139781,-11449,-935,-12384,-10870,-7440,-18310,109087,12043620
2025-01-23,Product_10,East,12043620,248065,197126,50939,-39273,-10947,-50220,28517,-6468,22049,22768,12066388
2025-01-23,Product_5,West,12066388,127922,153348,-25426,-18799,6312,-12487,46985,-5953,41032,3119,12069507
2025-01-23,Product_9,East,12069507,180963,91551,89412,-29277,3829,-25448,25212,-9637,15575,79539,12149046
2025-01-23,Product_1,South,12149046,106950,187870,-80920,-44008,-3104,-47112,-19785,-7299,-27084,-155116,11993930
2025-01-24,Product_2,East,11993930,114474,103066,11408,-39335,-9600,-48935,-9655,-1128,-10783,-48310,11945620
2025-01-24,Product_7,West,11945620,108229,65583,42646,-9897,2102,-7795,-15433,-9271,-24704,10147,11955767
2025-01-24,Product_1,North,11955767,224401,131792,92609,-5228,4746,-482,17052,-8617,8435,100562,12056329
2025-01-24,Product_1,East,12056329,113686,136981,-23295,-38266,-17191,-55457,21785,-3779,18006,-60746,11995583
2025-01-25,Product_7,West,11995583,159465,173221,-13756,-42333,8153,-34180,-3424,-5187,-8611,-56547,11939036
2025-01-25,Product_1,West,11939036,111601,127946,-16345,-6820,-652,-7472,42894,-1867,41027,17210,11956246
2025-01-25,Product_10,East,11956246,172850,169765,3085,-24583,7155,-17428,18871,-240,18631,4288,11960534
2025-01-26,Product_8,West,11960534,124462,92574,31888,-41536,-10858,-52394,5186,-6429,-1243,-21749,11938785
2025-01-27,Product_6,East,11938785,189779,78557,111222,-33060,6098,-26962,-13920,-7325,-21245,63015,12001800
2025-01-28,Product_2,East,12001800,121081,195440,-74359,-39085,877,-38208,7094,-1230,5864,-106703,11895097
2025-01-28,Product_8,South,11895097,239682,141463,98219,-39678,4466,-35212,20875,-9697,11178,74185,11969282
2025-01-28,Product_3,South,11969282,98300,124384,-26084,-34491,3380,-31111,40892,-2757,38135,-19060,11950222
2025-01-28,Product_5,North,11950222,96562,167392,-70830,-47511,-11317,-58828,12634,-60,12574,-117084,11833138
2025-01-29,Product_8,South,11833138,82895,140859,-57964,-17352,-8125,-25477,29737,-5823,23914,-59527,11773611
2025-01-29,Product_1,North,11773611,91962,93302,-1340,-24846,-15989,-40835,-218,-2155,-2373,-44548,11729063
2025-01-30,Product_2,South,11729063,89196,103459,-14263,-26709,-6673,-33382,12769,-9225,3544,-44101,11684962
2025-01-30,Product_2,North,11684962,85269,181631,-96362,-48880,-4301,-53181,-11680,-437,-12117,-161660,11523302
2025-01-30,Product_5,South,11523302,242002,74380,167622,-16360,-14602,-30962,35830,-5529,30301,166961,11690263
2025-01-31,Product_7,East,11690263,162987,109178,53809,-11937,3648,-8289,19886,-547,19339,64859,11755122
2025-02-01,Product_7,West,11755122,249178,170776,78402,-40908,-12004,-52912,20544,-4943,15601,41091,11796213
2025-02-02,Product_6,East,11796213,165711,176045,-10334,-45860,-16775,-62635,39470,-2460,37010,-35959,11760254
2025-02-02,Product_2,North,11760254,143656,136290,7366,-31655,2814,-28841,23601,-3114,20487,-988,11759266
2025-02-02,Product_7,North,11759266,128128,143123,-14995,-47719,-17435,-65154,-16826,-3081,-19907,-100056,11659210
2025-02-03,Product_10,South,11659210,203549,132635,70914,-28760,-8640,-37400,-9687,-4078,-13765,19749,11678959
2025-02-03,Product_10,East,11678959,225343,167215,58128,-23984,2559,-21425,40942,-666,40276,76979,11755938
2025-02-03,Product_1,West,11755938,232049,148177,83872,-12366,6636,-5730,-4370,-3672,-8042,70100,11826038
2025-02-04,Product_6,West,11826038,80992,132394,-51402,-7121,7160,39,25156,-2223,22933,-28430,11797608
2025-02-04,Product_5,South,11797608,84136,121868,-37732,-21727,-7347,-29074,-4521,-4704,-9225,-76031,11721577
2025-02-04,Product_1,West,11721577,99585,86619,12966,-14533,-12873,-27406,-16280,-2883,-19163,-33603,11687974
2025-02-05,Product_1,North,11687974,234417,111567,122850,-30693,8839,-21854,-615,-1738,-2353,98643,11786617
2025-02-06,Product_5,South,11786617,158518,142844,15674,-37919,5161,-32758,37196,-912,36284,19200,11805817
2025-02-07,Product_10,West,11805817,124755,93324,31431,-18393,-18448,-36841,31272,-3085,28187,22777,11828594
2025-02-07,Product_1,North,11828594,154462,114675,39787,-13055,-15346,-28401,2634,-7246,-4612,6774,11835368
2025-02-08,Product_5,East,11835368,117394,112057,5337,-19259,-5127,-24386,-6984,-9369,-16353,-35402,11799966
2025-02-08,Product_10,South,11799966,92379,181169,-88790,-43367,-1900,-45267,43456,-786,42670,-91387,11708579
2025-02-08,Product_1,West,11708579,202784,107691,95093,-42040,151,-41889,37986,-5994,31992,85196,11793775
2025-02-09,Product_7,South,11793775,230882,165315,65567,-25085,-5914,-30999,19779,-7055,12724,47292,11841067
2025-02-10,Product_6,South,11841067,220416,75896,144520,-28817,9813,-19004,45679,-7367,38312,163828,12004895
2025-02-10,Product_7,West,12004895,91397,97011,-5614,-18647,7718,-10929,24264,-9549,14715,-1828,12003067
2025-02-10,Product_10,South,12003067,120096,113785,6311,-22107,2078,-20029,48546,-5555,42991,29273,12032340
2025-02-10,Product_4,North,12032340,190489,71549,118940,-10680,5739,-4941,1209,-8747,-7538,106461,12138801
2025-02-11,Product_8,South,12138801,123617,179779,-56162,-47919,-2015,-49934,38446,-3276,35170,-70926,12067875
2025-02-12,Product_1,South,12067875,86447,65499,20948,-44041,-18701,-62742,-15006,-7489,-22495,-64289,12003586
2025-02-12,Product_4,South,12003586,148367,169906,-21539,-16819,-2084,-18903,-18004,-5311,-23315,-63757,11939829
2025-02-12,Product_4,South,11939829,83089,158827,-75738,-25659,-7590,-33249,14565,-2131,12434,-96553,11843276
2025-02-13,Product_5,East,11843276,233956,77199,156757,-49100,-13334,-62434,29294,-1410,27884,122207,11965483
2025-02-13,Product_10,North,11965483,80534,151828,-71294,-41132,-2584,-43716,16110,-9602,6508,-108502,11856981
2025-02-13,Product_6,North,11856981,126233,189863,-63630,-6172,5464,-708,14409,-471,13938,-50400,11806581
2025-02-14,Product_3,East,11806581,104054,89709,14345,-48785,107,-48678,-19637,-3309,-22946,-57279,11749302
2025-02-15,Product_9,South,11749302,125689,61936,63753,-30538,-8803,-39341,-19118,-3840,-22958,1454,11750756
2025-02-15,Product_7,West,11750756,205865,183745,22120,-35825,-14796,-50621,8885,-7288,1597,-26904,11723852
2025-02-16,Product_2,North,11723852,178322,128619,49703,-26584,-11479,-38063,30017,-773,29244,40884,11764736
2025-02-16,Product_8,North,11764736,206218,178206,28012,-32518,-13205,-45723,19752,-2567,17185,-526,11764210
2025-02-16,Product_10,East,11764210,156411,169876,-13465,-5739,-18455,-24194,9140,-9327,-187,-37846,11726364
2025-02-16,Product_8,West,11726364,103004,179243,-76239,-15492,2029,-13463,38095,-7124,30971,-58731,11667633
2025-02-17,Product_5,West,11667633,155057,134205,20852,-32302,-8717,-41019,10935,-6998,3937,-16230,11651403
2025-02-17,Product_7,North,11651403,93440,171001,-77561,-26797,-18731,-45528,-12132,-2603,-14735,-137824,11513579
2025-02-18,Product_7,South,11513579,163600,68433,95167,-14111,-14318,-28429,43753,-8084,35669,102407,11615986
2025-02-18,Product_8,South,11615986,241149,108570,132579,-29503,-17221,-46724,-19245,-6495,-25740,60115,11676101
2025-02-19,Product_10,East,11676101,202989,100115,102874,-19249,-5121,-24370,26825,-8216,18609,97113,11773214
2025-02-19,Product_7,South,11773214,184504,101139,83365,-46302,9148,-37154,48159,-8646,39513,85724,11858938
2025-02-19,Product_8,North,11858938,233857,138353,95504,-36406,3456,-32950,31428,-7393,24035,86589,11945527
2025-02-19,Product_4,East,11945527,166450,83548,82902,-42265,7245,-35020,20701,-2135,18566,66448,12011975
2025-02-20,Product_5,South,12011975,104918,174826,-69908,-20577,-381,-20958,7689,-6353,1336,-89530,11922445
2025-02-20,Product_5,South,11922445,177554,167798,9756,-27223,-17120,-44343,13313,-1927,11386,-23201,11899244
2025-02-20,Product_2,North,11899244,176367,109156,67211,-16673,1917,-14756,7829,-9554,-1725,50730,11949974
2025-02-20,Product_3,South,11949974,140282,107801,32481,-14465,-16674,-31139,-16341,-1131,-17472,-16130,11933844
2025-02-21,Product_2,North,11933844,127588,71221,56367,-16211,-6431,-22642,17860,-6022,11838,45563,11979407
2025-02-21,Product_10,South,11979407,224587,131695,92892,-46213,1691,-44522,4904,-3044,1860,50230,12029637
2025-02-21,Product_5,East,12029637,157129,193964,-36835,-26672,-14188,-40860,-19346,-5481,-24827,-102522,11927115
2025-02-21,Product_8,East,11927115,147334,163463,-16129,-34087,-8382,-42469,-11554,-5262,-16816,-75414,11851701
2025-02-22,Product_4,North,11851701,140101,148074,-7973,-45555,8697,-36858,19148,-1008,18140,-26691,11825010
2025-02-22,Product_7,West,11825010,131660,95450,36210,-38757,-7524,-46281,11390,-6964,4426,-5645,11819365
2025-02-22,Product_10,North,11819365,186379,80836,105543,-29831,-18993,-48824,35648,-9947,25701,82420,11901785
2025-02-22,Product_9,West,11901785,149444,153109,-3665,-24187,-8043,-32230,-15621,-98,-15719,-51614,11850171
2025-02-23,Product_2,South,11850171,163788,156870,6918,-24049,-2228,-26277,31567,-8761,22806,3447,11853618
2025-02-24,Product_10,South,11853618,179508,142464,37044,-33742,-8169,-41911,26762,-6520,20242,15375,11868993
2025-02-24,Product_6,East,11868993,135044,133948,1096,-8666,-15723,-24389,6627,-3985,2642,-20651,11848342
2025-02-25,Product_8,West,11848342,99403,63681,35722,-31019,580,-30439,22292,-4753,17539,22822,11871164
2025-02-25,Product_3,South,11871164,173246,155864,17382,-17278,-11583,-28861,14765,-8963,5802,-5677,11865487
